,Application Year,Lens ID,Inventor
0,2020,197-733-628-711-768,Hamm Svetlana
1,2020,197-733-628-711-768,Hermann Frank
2,2020,023-616-950-865-48X,Poh Ashleigh Ren-Yi
3,2020,023-616-950-865-48X,Ernst Matthias Robert Walter
4,2019,094-569-953-648-612,Liao Cheng
5,2019,094-569-953-648-612,Huang Xiaoxing
6,2019,094-569-953-648-612,Jiang Jiahua
7,2019,094-569-953-648-612,Lianshan Zhang
8,2019,094-569-953-648-612,Sun Piao-Yang
9,2019,094-569-953-648-612,Changyong Yang
10,2019,094-569-953-648-612,Zhang Lan
11,2019,143-969-408-220-424,Jiang Jiahua
12,2019,143-969-408-220-424,Lianshan Zhang
13,2019,143-969-408-220-424,Liao Cheng
14,2019,143-969-408-220-424,Zhang Lan
15,2019,194-887-353-832-386,Schumacher Antonius Nicolaas Maria
16,2019,194-887-353-832-386,Kölzer Viktor Hendrik
17,2019,194-887-353-832-386,Thommen Daniela Stefanie
18,2019,194-887-353-832-386,Zippelius Alfred Karl Josef
19,2019,194-887-353-832-386,Mertz Kirsten Diana
20,2020,048-687-952-766-173,Yu Hongjing
21,2020,048-687-952-766-173,Wen Bin
22,2020,048-687-952-766-173,Sun Ningyun
23,2020,048-687-952-766-173,Liang Xi
24,2020,048-687-952-766-173,Yin Peijun
25,2020,048-687-952-766-173,Xu Xiaofen
26,2020,119-707-519-691-958,Gao Yuan
27,2020,119-707-519-691-958,Yu Hongjing
28,2020,119-707-519-691-958,Wen Bin
29,2020,119-707-519-691-958,Sun Ningyun
30,2020,119-707-519-691-958,Liang Xi
31,2020,119-707-519-691-958,Xu Xiaofen
32,2020,149-016-712-581-254,Liao Cheng
33,2020,149-016-712-581-254,Huang Xiaoxing
34,2020,149-016-712-581-254,Lianshan Zhang
35,2020,149-016-712-581-254,Sun Piao-Yang
36,2020,149-016-712-581-254,Lin Kan
37,2020,149-016-712-581-254,Zhang Lan
38,2020,020-234-034-382-965,Gillings Mireille
39,2020,020-234-034-382-965,Bissonnette Reid
40,2019,193-296-399-826-79X,Bartz René
41,2019,193-296-399-826-79X,Hermann Frank
42,2017,186-328-359-013-188,Zhang Penglie
43,2017,186-328-359-013-188,Schall Thomas J
44,2017,186-328-359-013-188,Charo Israel
45,2017,186-328-359-013-188,Jung Hei-Youn
46,2020,091-135-388-662-800,Yu Hongjing
47,2020,091-135-388-662-800,Wen Bin
48,2020,091-135-388-662-800,Sun Ningyun
49,2020,091-135-388-662-800,Liang Xi
50,2020,091-135-388-662-800,Yin Peijun
51,2020,091-135-388-662-800,Xu Xiaofen
52,2020,168-324-458-691-100,Su Wenjing
53,2020,168-324-458-691-100,Yang Guangli
54,2020,168-324-458-691-100,Ouerfelli Ouathek
55,2020,168-324-458-691-100,Scher Howard
56,2020,168-324-458-691-100,Marzabadi Mohammad
57,2020,168-324-458-691-100,Giancotti Filippo
58,2017,101-736-286-883-834,Bissonnette Reid P
59,2017,101-736-286-883-834,Rolland Alain
60,2017,101-736-286-883-834,Gillings Mireille
61,2022,054-749-252-162-457,Zhao Wei
62,2022,054-749-252-162-457,Zhang Yu
63,2022,054-749-252-162-457,Long Jianglan
64,2022,054-749-252-162-457,Yan Dan
65,2022,054-749-252-162-457,Cao Bangwei
66,2022,054-749-252-162-457,Wang Aiting
67,2020,105-903-923-252-519,Filbert Erin L
68,2020,105-903-923-252-519,Yang Xiaodong
69,2020,105-903-923-252-519,Björck Pia
70,2023,028-840-280-372-042,Zhao Wei
71,2023,028-840-280-372-042,Zhang Yu
72,2023,028-840-280-372-042,Long Jianglan
73,2023,028-840-280-372-042,Yan Dan
74,2023,028-840-280-372-042,Cao Bangwei
75,2023,028-840-280-372-042,Wang Aiting
76,2015,140-905-263-458-164,Rothbaum Wayne
77,2015,140-905-263-458-164,Ulrich Roger
78,2015,140-905-263-458-164,Barf Tjeerd
79,2015,140-905-263-458-164,Kaptein Allard
80,2015,140-905-263-458-164,Johnson Dave
81,2015,140-905-263-458-164,Izumi Raquel
82,2015,140-905-263-458-164,Lannutti Brian
83,2015,140-905-263-458-164,Covey Todd
84,2015,140-905-263-458-164,Hamdy Ahmed
85,2016,099-972-495-487-55X,Rothbaum Wayne
86,2016,099-972-495-487-55X,Ulrich Roger
87,2016,099-972-495-487-55X,Barf Tjeerd
88,2016,099-972-495-487-55X,Kaptein Allard
89,2016,099-972-495-487-55X,Johnson Dave
90,2016,099-972-495-487-55X,Izumi Raquel
91,2016,099-972-495-487-55X,Lannutti Brian
92,2016,099-972-495-487-55X,Covey Todd
93,2016,099-972-495-487-55X,Hamdy Ahmed
94,2023,084-654-388-882-687,De Achaval Sofia
95,2023,084-654-388-882-687,Alibhai Imran
96,2023,084-654-388-882-687,Gyuris Jeno
97,2017,159-022-558-374-68X,Bissonnette Reid P
98,2017,159-022-558-374-68X,Rolland Alain
99,2017,159-022-558-374-68X,Gillings Mireille
100,2021,104-169-688-287-294,Li Jian
101,2021,104-169-688-287-294,Shen Lin
102,2021,104-169-688-287-294,Sun Huaibo
103,2021,104-169-688-287-294,Yang Ying
104,2021,104-169-688-287-294,Zhang Henghui
105,2021,104-169-688-287-294,Zhang Xiaotian
106,2021,104-169-688-287-294,Zhang Lei
107,2021,104-169-688-287-294,Peng Zhi
108,2021,104-169-688-287-294,Du Bo
109,2021,104-169-688-287-294,Lu Zhihao
110,2023,073-799-134-846-764,Alam Md Masud
111,2023,073-799-134-846-764,Oppenheim Joost J
112,2023,073-799-134-846-764,Yang De
113,2017,062-792-723-050-448,Martinez Eduardo J
114,2017,062-792-723-050-448,Sandage Bobby W
115,2017,062-792-723-050-448,Talley John J
116,2013,047-363-504-689-672,Bianchini Giampaolo
117,2013,047-363-504-689-672,Thomas Marlene
118,2013,047-363-504-689-672,Gianni Luca
119,2013,047-363-504-689-672,Belousov Anton
120,2021,131-145-023-516-075,Wang Guan
121,2021,131-145-023-516-075,Chen Siyi
122,2021,131-145-023-516-075,Huang Xue F
123,2021,071-664-566-868-368,Fardis Maria
124,2021,071-664-566-868-368,Goldberg Zelanna
125,2021,071-664-566-868-368,Finckenstein Friedrich Graf
126,2021,071-354-219-787-949,Faldi Marco
127,2021,071-354-219-787-949,Finkenstein Frank G
128,2021,071-354-219-787-949,Goldberg Zeljko
129,2021,183-342-402-532-840,Bray Mark R
130,2021,183-342-402-532-840,Mason Jacqueline M
131,2021,183-342-402-532-840,Fletcher Graham
132,2021,198-760-494-236-243,Lemon Christopher P
133,2021,198-760-494-236-243,Messmann Rudiger
134,2021,176-039-135-090-295,Gericke Germo
135,2021,176-039-135-090-295,Dalal Darshan
136,2021,176-039-135-090-295,Gimenez Arnau Jose-Maria
137,2022,053-424-343-706-550,Wu Hao
138,2022,053-424-343-706-550,Liu Shulin
139,2021,087-344-230-867-220,Gericke Germo
140,2021,087-344-230-867-220,Dalal Darshan
141,2021,087-344-230-867-220,Gimenez Arnau Jose-Maria
142,2022,125-577-618-359-269,Zhu Jianrong
143,2022,125-577-618-359-269,Zhou Xinglu
144,2022,125-577-618-359-269,Wu Yizhe
145,2022,125-577-618-359-269,Hu Miao
146,2022,125-577-618-359-269,Liu Xingguo
147,2020,102-302-851-248-971,Patel Bharvin Kumar
148,2020,102-302-851-248-971,Bender Mark Harrath
149,2020,102-302-851-248-971,Gao Hong
150,2020,066-198-906-395-602,Cai Huizhi
151,2020,066-198-906-395-602,Ren Yuhao
152,2022,012-506-717-164-680,Machicao Tello Paulo A
153,2022,012-506-717-164-680,Cho Aesop
154,2022,012-506-717-164-680,Aktoudianakis Evangelos
155,2022,012-506-717-164-680,Lad Lateshkumar Thakorlal
156,2022,012-506-717-164-680,Xu Jie
157,2022,012-506-717-164-680,Naduthambi Devan
158,2022,012-506-717-164-680,Medley Jonathan William
159,2022,012-506-717-164-680,Ziebenhaus Christopher Allen
160,2022,012-506-717-164-680,Yang Kin Shing
161,2022,012-506-717-164-680,Watkins William J
162,2022,012-506-717-164-680,Phillips Barton W
163,2022,012-506-717-164-680,Simonovich Scott Preston
164,2022,012-506-717-164-680,Graupe Michael
165,2022,012-506-717-164-680,Wang Peiyuan
166,2022,012-506-717-164-680,Metobo Samuel E
167,2022,173-590-412-060-031,Ye Wei
168,2022,173-590-412-060-031,Li Yongguo
169,2022,173-590-412-060-031,Wei Wei
170,2020,087-172-225-774-208,Liu Yanlan
171,2020,087-172-225-774-208,Wang Linlin
172,2020,087-172-225-774-208,Zhang Dailiang
173,2020,087-172-225-774-208,Li Ting
174,2020,087-172-225-774-208,Han Xiaoyan
175,2020,087-172-225-774-208,Li Jili
176,2020,087-172-225-774-208,Tan Weihong
177,2020,087-172-225-774-208,Xia Yinghao
178,2020,040-334-730-453-660,Wang Yuguang
179,2020,040-334-730-453-660,Zhang Nong
180,2020,040-334-730-453-660,Wang Feilan
181,2021,024-511-448-523-332,Lin Qiyan
182,2021,024-511-448-523-332,Shi Chongsheng Eric
183,2021,024-511-448-523-332,Chen Shili
184,2021,024-511-448-523-332,Jia Zhongjiang
185,2021,024-511-448-523-332,Naijing Su
186,2021,024-511-448-523-332,Xia Michael
187,2021,024-511-448-523-332,Bo Shen
188,2021,024-511-448-523-332,Wu Yongzhong
189,2021,024-511-448-523-332,Martin Timothy
190,2021,024-511-448-523-332,Liu Pingli
191,2021,024-511-448-523-332,Pan Yongchun
192,2021,024-511-448-523-332,Li Yi
193,2021,024-511-448-523-332,Jiacheng Zhou
194,2020,083-367-024-613-20X,Liu Mingxiang
195,2020,083-367-024-613-20X,Zhang Wen
196,2020,083-367-024-613-20X,Li Ran
197,2020,083-367-024-613-20X,Xu Congcong
198,2018,056-578-499-819-931,Yu Qi
199,2018,056-578-499-819-931,Yin Wei
200,2018,056-578-499-819-931,Liu Xin
201,2018,056-578-499-819-931,Liu Xiao
202,2018,056-578-499-819-931,Wang Yong
203,2018,056-578-499-819-931,Zhao Li-Wen
204,2021,092-398-489-145-82X,Ye Chunyan
205,2021,092-398-489-145-82X,Wang Zhengyi
206,2021,092-398-489-145-82X,Jiang Wenqing
207,2021,092-398-489-145-82X,Cao Wei
208,2021,092-398-489-145-82X,Guo Bingshi
209,2021,196-830-048-379-365,Wang Peiwen
210,2021,196-830-048-379-365,Yang Lin
211,2021,196-830-048-379-365,Guo Qinglong
212,2021,196-830-048-379-365,Zhang Xiaobo
213,2021,196-830-048-379-365,Zhou Yuxin
214,2020,044-718-440-996-26X,Horton Helen
215,2020,044-718-440-996-26X,Mc Gowan David Craig
216,2020,044-718-440-996-26X,Van Gulck Ellen Rosalie A
217,2020,044-718-440-996-26X,Van Brandt Sven Franciscus Anna
218,2020,044-718-440-996-26X,Van Dongen Maria Johanna Petronella
219,2022,195-472-910-926-943,Geschwindt Ryan
220,2022,195-472-910-926-943,Rubin Stephen Douglas
221,2020,034-004-386-160-711,Hong Dan
222,2020,034-004-386-160-711,Hu Yong
223,2020,034-004-386-160-711,Hu Xun
224,2020,034-004-386-160-711,Zhang Miaomiao
225,2020,061-584-834-451-540,Hong Dan
226,2020,061-584-834-451-540,Hu Yong
227,2020,061-584-834-451-540,Hu Xun
228,2020,061-584-834-451-540,Zhang Miaomiao
229,2022,150-450-533-650-514,Li Yangfeng
230,2022,150-450-533-650-514,Principe Daniel
231,2022,150-450-533-650-514,Rana Ajay
232,2022,150-450-533-650-514,Xiong Rui
233,2022,150-450-533-650-514,Thatcher Gregory R
234,2023,090-977-102-397-701,Russell Stephen J
235,2023,090-977-102-397-701,Gullo Giuseppe
236,2020,008-869-858-737-268,Kim Sang Wi
237,2020,008-869-858-737-268,Park Kang Seo
238,2020,008-869-858-737-268,Choi Jun Young
239,2020,008-869-858-737-268,Jung Kyung Hae
240,2020,008-869-858-737-268,Yoon Shin Kyo
241,2020,008-869-858-737-268,Lee Dae Ho
242,2020,166-128-199-968-089,Cai Yinyi
243,2020,166-128-199-968-089,Fan Jing
244,2020,166-128-199-968-089,Lin Jiayu
245,2020,166-128-199-968-089,Li Wenfu
246,2020,166-128-199-968-089,Lyu Pengcheng
247,2020,166-128-199-968-089,Xu Jiehong
248,2020,166-128-199-968-089,Du Junxi
249,2020,166-128-199-968-089,Chen Kun
250,2018,125-783-871-455-454,Yang Zhishuai
251,2018,125-783-871-455-454,Huang He
252,2018,125-783-871-455-454,Bi Sheng
253,2018,125-783-871-455-454,Wang Yong
254,2018,125-783-871-455-454,Liu Xiaorong
255,2018,125-783-871-455-454,Zhao Li-Wen
256,2018,125-783-871-455-454,Kai Yumei
257,2016,027-265-774-145-910,Ogawa Seishi
258,2016,027-265-774-145-910,Takeuchi Kengo
259,2016,027-265-774-145-910,Kataoka Keisuke
260,2016,186-977-531-040-701,Yuan Guojun
261,2016,186-977-531-040-701,Cuillerot Jean-Marie
262,2016,186-977-531-040-701,Heydebreck Anja Von
263,2023,154-598-940-078-064,Blasberg Ronald
264,2023,154-598-940-078-064,Zappasodi Roberta
265,2023,154-598-940-078-064,Merghoub Taha
266,2023,154-598-940-078-064,Wolchok Jedd
267,2023,154-598-940-078-064,Serganova Inna
268,2023,109-090-735-631-968,Liu Jingwei
269,2023,109-090-735-631-968,Wang Yue
270,2023,109-090-735-631-968,Lu Xu
271,2016,063-407-446-571-853,Soares José Amauri
272,2016,063-407-446-571-853,Schmidlin Fabien
273,2016,063-407-446-571-853,Nakhle Jessica
274,2016,063-407-446-571-853,Chetaille Eric
275,2019,159-995-755-684-450,Yang Tiping
276,2019,159-995-755-684-450,Sun Dandan
277,2019,159-995-755-684-450,Yu Xinglong
278,2019,159-995-755-684-450,Zhang Yingjun
279,2019,159-995-755-684-450,Liu Bing
280,2016,002-731-794-216-454,Barrett Michael T
281,2016,002-731-794-216-454,Ramanathan Ramesh K
282,2016,002-731-794-216-454,Anderson Karen S
283,2016,002-731-794-216-454,Pockaj Barbara A
284,2016,002-731-794-216-454,Borad Mitesh J
285,2020,012-360-854-404-389,Zhu Wenyu
286,2020,012-360-854-404-389,Yao Wenqing
287,2020,012-360-854-404-389,Wang Hui
288,2020,012-360-854-404-389,Wu Liang-Xing
289,2020,012-360-854-404-389,Lin Luping
290,2020,012-360-854-404-389,Carlson Peter N
291,2020,012-360-854-404-389,Qi Chao
292,2020,012-360-854-404-389,Tekate Prashant U
293,2020,012-360-854-404-389,Li Yong
294,2020,012-360-854-404-389,Wang Xiao-Zhao
295,2020,012-360-854-404-389,Huang Taisheng
296,2020,088-620-970-076-357,Meloni David J
297,2020,088-620-970-076-357,Jia Zhongjiang
298,2020,088-620-970-076-357,Wu Yongzhong
299,2020,088-620-970-076-357,Liu Pingli
300,2020,088-620-970-076-357,Pan Yongchun
301,2020,088-620-970-076-357,Li Qun
302,2020,088-620-970-076-357,Jiacheng Zhou
303,2023,072-047-526-170-830,Hu Jie
304,2023,072-047-526-170-830,Zhou Jiebai
305,2023,072-047-526-170-830,Ding Ning
306,2023,072-047-526-170-830,Zhao Yancheng
307,2023,072-047-526-170-830,Zhang Donghui
308,2023,072-047-526-170-830,Xu Xiaobo
309,2023,072-047-526-170-830,Song Yuanlin
310,2023,072-047-526-170-830,Xu Wangyang
311,2023,072-047-526-170-830,Zhang Yong
312,2022,196-149-022-019-399,Zhou Xiaobo
313,2022,196-149-022-019-399,Guo Fengying
314,2022,196-149-022-019-399,Chen Jia
315,2022,196-149-022-019-399,Wang Binyu
316,2022,196-149-022-019-399,Yu Hao
317,2022,196-149-022-019-399,Li Xianni
318,2022,196-149-022-019-399,Xu Xin
319,2022,196-149-022-019-399,Zhang Xiaojuan
320,2022,067-004-700-829-354,Chen Liang
321,2022,067-004-700-829-354,Fan Xiaokai
322,2022,067-004-700-829-354,Zhu Yan
323,2022,114-141-058-442-315,Chen Liang
324,2022,114-141-058-442-315,Xu Yingying
325,2022,114-141-058-442-315,Zhu Yan
326,2021,120-538-325-352-190,Fan Yanhui
327,2021,120-538-325-352-190,Zhang Qiangzu
328,2021,120-538-325-352-190,Niu Gang
329,2021,120-538-325-352-190,Xue Yiqing
330,2021,120-538-325-352-190,Zhang Chunming
331,2019,134-594-492-750-043,Ly Dalam
332,2019,134-594-492-750-043,Fang Linan
333,2019,134-594-492-750-043,Zhang Li
334,2021,077-429-083-832-430,Joseph A. Sclafani
335,2021,077-429-083-832-430,Jia Zhongjiang
336,2021,077-429-083-832-430,Bo Shen
337,2021,077-429-083-832-430,Dengjin Wang
338,2021,077-429-083-832-430,Mark Wright
339,2021,077-429-083-832-430,Robert Wilson
340,2021,077-429-083-832-430,Osama Suleiman
341,2021,077-429-083-832-430,Jiacheng Zhou
342,2021,077-429-083-832-430,Carper Daniel
343,2021,162-392-961-710-918,Joseph A. Sclafani
344,2021,162-392-961-710-918,Jia Zhongjiang
345,2021,162-392-961-710-918,Dengjin Wang
346,2021,162-392-961-710-918,Bo Shen
347,2021,162-392-961-710-918,Mark Wright
348,2021,162-392-961-710-918,Robert Wilson
349,2021,162-392-961-710-918,Osama Suleiman
350,2021,162-392-961-710-918,Jiacheng Zhou
351,2021,162-392-961-710-918,Carper Daniel
352,2019,182-710-480-865-915,Wang Yuguang
353,2019,182-710-480-865-915,Zhang Nong
354,2019,182-710-480-865-915,Wang Feilan
355,2021,138-026-859-491-501,Zhou Xiaobo
356,2021,138-026-859-491-501,Yang Xuqin
357,2021,138-026-859-491-501,Yang Maozhi
358,2021,138-026-859-491-501,Xia Xiaoer
359,2021,138-026-859-491-501,Chen Jia
360,2021,138-026-859-491-501,Yu Hao
361,2021,138-026-859-491-501,Wang Yin
362,2021,138-026-859-491-501,Xu Yanxiao
363,2021,138-026-859-491-501,Xu Xin
364,2021,138-026-859-491-501,Zhang Liming
365,2021,138-026-859-491-501,Zhang Yuyun
366,2021,138-026-859-491-501,Zhang Xiaojuan
367,2021,130-155-571-968-147,Chen Shili
368,2021,130-155-571-968-147,Jia Zhongjiang
369,2021,130-155-571-968-147,Li Mei
370,2021,130-155-571-968-147,Wu Yongzhong
371,2021,130-155-571-968-147,Liu Pingli
372,2021,130-155-571-968-147,Pan Yongchun
373,2021,130-155-571-968-147,Jiacheng Zhou
374,2023,044-931-718-464-886,Zhang Siqi
375,2023,044-931-718-464-886,Lai Zhicheng
376,2023,044-931-718-464-886,Zeng Jiahan
377,2023,044-931-718-464-886,Che Li
378,2023,044-931-718-464-886,Yu Haiyang
379,2023,044-931-718-464-886,Huang Manru
380,2023,044-931-718-464-886,Chen Xiyi
381,2023,044-931-718-464-886,Guan Bin
382,2023,044-931-718-464-886,Zheng Shanshan
383,2023,044-931-718-464-886,Liu Caiyan
384,2022,066-647-402-251-948,Zhou Xiaobo
385,2022,066-647-402-251-948,Guo Fengying
386,2022,066-647-402-251-948,Wang Binyu
387,2022,066-647-402-251-948,Chen Jia
388,2022,066-647-402-251-948,Yu Hao
389,2022,066-647-402-251-948,Li Xianni
390,2022,066-647-402-251-948,Xu Xin
391,2022,066-647-402-251-948,Zhang Xiaojuan
392,2021,078-030-899-505-530,Zhu Wenyu
393,2021,078-030-899-505-530,Yao Wenqing
394,2021,078-030-899-505-530,Wang Hui
395,2021,078-030-899-505-530,Stewart Shaun M
396,2021,078-030-899-505-530,Carlsen Peter Niels
397,2021,078-030-899-505-530,Horacio G Nastri
398,2021,078-030-899-505-530,Wu Liang-Xing
399,2021,078-030-899-505-530,Zhou Jing
400,2021,078-030-899-505-530,Qi Chao
401,2021,078-030-899-505-530,Li Yong
402,2021,078-030-899-505-530,Buonpane Rebecca A
403,2021,078-030-899-505-530,Almagro Juan Carlos
404,2021,078-030-899-505-530,Wang Xiao-Zhao
405,2021,078-030-899-505-530,Huang Taisheng
406,2020,139-914-966-912-457,Bryant Andrew Justin
407,2020,143-831-912-993-280,Karlsson Jenny
408,2020,143-831-912-993-280,Cuthbertson Alan
409,2020,143-831-912-993-280,Hammer Stefanie
410,2020,143-831-912-993-280,Hagemann Urs Beat
411,2020,143-831-912-993-280,Lejeune Pascale
412,2018,069-561-657-911-575,Singh Rajinder
413,2018,069-561-657-911-575,Miao Zhenhua
414,2018,069-561-657-911-575,Charo Israel
415,2018,069-561-657-911-575,Li Shijie
416,2018,069-561-657-911-575,Campbell James J
417,2018,069-561-657-911-575,Janson Christine Marie
418,2018,069-561-657-911-575,Schall Thomas J
419,2018,069-561-657-911-575,Ebsworth Karen
420,2019,092-528-393-193-950,Miao Zhenhua
421,2019,092-528-393-193-950,Campbell James J
422,2021,118-134-770-071-191,Mathias Melissa
423,2021,118-134-770-071-191,Fury Matthew
424,2021,118-134-770-071-191,Fury Wen
425,2021,118-134-770-071-191,Israel Lowy
426,2021,118-134-770-071-191,Yama-Dang Nazumi
427,2020,163-832-295-266-829,Fury Matthew G
428,2020,163-832-295-266-829,Israel Lowy
429,2020,009-702-511-506-059,Singh Rajinder
430,2020,009-702-511-506-059,Campbell James J
431,2020,009-702-511-506-059,Wu Xueson
432,2020,009-702-511-506-059,Harrison Jeffrey K
433,2020,009-702-511-506-059,Hwang Samuel
434,2022,159-754-769-845-326,Gu Yuchun
435,2022,159-754-769-845-326,Yin Le
436,2023,090-969-917-378-704,Gold Daniel P
437,2023,090-969-917-378-704,Ghalie Richard
438,2023,133-742-584-564-366,Jiang Xiangyan
439,2023,133-742-584-564-366,Zhou Huinian
440,2023,133-742-584-564-366,Yu Zeyuan
441,2023,133-742-584-564-366,Ma Yong
442,2023,133-742-584-564-366,Jiao Zuoyi
443,2020,097-325-764-150-24X,Chen Shili
444,2020,097-325-764-150-24X,Jia Zhongjiang
445,2020,097-325-764-150-24X,Naijing Su
446,2020,097-325-764-150-24X,Bo Shen
447,2020,097-325-764-150-24X,Martin Timothy
448,2020,097-325-764-150-24X,Li Yi
449,2020,097-325-764-150-24X,Li Qun
450,2020,097-325-764-150-24X,Jiacheng Zhou
451,2020,102-250-962-391-787,Chen Shili
452,2020,102-250-962-391-787,Jia Zhongjiang
453,2020,102-250-962-391-787,Naijing Su
454,2020,102-250-962-391-787,Bo Shen
455,2020,102-250-962-391-787,Martin Timothy
456,2020,102-250-962-391-787,Li Yi
457,2020,102-250-962-391-787,Li Qun
458,2020,102-250-962-391-787,Jiacheng Zhou
459,2022,183-803-875-009-426,Fury Matthew G
460,2022,183-803-875-009-426,Desai Jigar
461,2022,183-803-875-009-426,Mehta Nikita Piyush
462,2022,183-803-875-009-426,Seluzhytsky Alexander
463,2022,021-281-267-440-693,Schwartz Myron
464,2022,021-281-267-440-693,Miller Elizabeth
465,2022,021-281-267-440-693,Thurston Gavin
466,2022,021-281-267-440-693,Marron Thomas
467,2022,021-281-267-440-693,Merad Miriam
468,2022,021-281-267-440-693,Israel Lowy
469,2021,076-938-556-879-124,Bissonnette Reid P
470,2021,076-938-556-879-124,Cesario Rosemary M
471,2021,076-938-556-879-124,Shojaei Farbod
472,2021,076-938-556-879-124,Gillings Mireille
473,2021,076-938-556-879-124,Goodenow Robert
474,2021,023-782-080-026-239,Li Ning
475,2021,023-782-080-026-239,Mao Beibei
476,2021,023-782-080-026-239,Zhang Henghui
477,2021,023-782-080-026-239,Gao Shugeng
478,2021,023-782-080-026-239,Ying Jianming
479,2021,023-782-080-026-239,Ren Dandan
480,2021,023-782-080-026-239,Wu Lijia
481,2021,023-782-080-026-239,Wang Shuhang
482,2021,023-782-080-026-239,He Jie
483,2022,040-092-696-586-195,Sharpe Arlene Helen
484,2022,040-092-696-586-195,Brogdon Jennifer
485,2022,040-092-696-586-195,Mataraza Jennifer Marie
486,2022,040-092-696-586-195,Engels Boris
487,2022,040-092-696-586-195,Singh Reshma
488,2022,040-092-696-586-195,Frey Gerhard Johann
489,2022,040-092-696-586-195,Chang Hwai Wen
490,2022,040-092-696-586-195,Freeman Gordon James
491,2017,047-269-469-275-78X,Li Chia-Wei
492,2017,047-269-469-275-78X,Han Kyu Lee
493,2017,047-269-469-275-78X,Kim Yong-Soo
494,2017,047-269-469-275-78X,Hung Mien-Chie
495,2017,047-269-469-275-78X,Yoo Stephen S
496,2017,047-269-469-275-78X,Lim Seung-Oe
497,2017,047-269-469-275-78X,Chung Ezra M
498,2022,024-151-768-263-748,Chen Yi
499,2022,024-151-768-263-748,Cai Zeling
500,2022,024-151-768-263-748,Zhang Chi
501,2021,055-679-687-105-764,Chen Caiping
502,2021,055-679-687-105-764,Zhang Lin
503,2021,055-679-687-105-764,Wang Kai
504,2021,055-679-687-105-764,Li Feng
505,2022,011-066-702-549-235,Tong Tong
506,2022,011-066-702-549-235,Wang Jianchao
507,2022,011-066-702-549-235,Chen Gang
508,2022,011-066-702-549-235,Du Min
509,2022,011-066-702-549-235,Zhang Hejun
510,2022,011-066-702-549-235,Lan Junlin
511,2022,011-066-702-549-235,Chen Lifang
512,2022,154-914-985-899-650,O'Neil Jennifer
513,2022,154-914-985-899-650,Eskiocak Ugur
514,2022,084-548-255-485-419,Smith Jill P
515,2022,084-548-255-485-419,Wang Shangzi
516,2022,084-548-255-485-419,Nadella Sandeep
517,2022,084-548-255-485-419,Jablonski Sandra
518,2022,084-548-255-485-419,Weiner Louis
519,2022,081-165-621-877-555,Chen Yi
520,2022,081-165-621-877-555,Cai Zeling
521,2022,081-165-621-877-555,Zhang Chi
522,2021,121-081-859-656-454,Heidenreich Regina
523,2021,121-081-859-656-454,Jochen Probst
524,2021,121-081-859-656-454,Patrick Baumhof
525,2021,121-081-859-656-454,Fotin-Mleczek Mariola
526,2021,121-081-859-656-454,Karl-Josef Kallen
527,2021,121-081-859-656-454,Aleksandra Kowalczyk
528,2022,040-559-418-186-93X,O'Neil Jennifer
529,2022,040-559-418-186-93X,Eskiocak Ugur
530,2022,146-936-667-862-905,Huang Yuanyuan
531,2022,146-936-667-862-905,Yang Yuefeng
532,2022,146-936-667-862-905,Wang Liyan
533,2022,146-936-667-862-905,Zhang Xiaoyan
534,2022,146-936-667-862-905,Guo Leiming
535,2017,033-986-785-193-894,Zhang Yao
536,2017,033-986-785-193-894,Shi Hubing
537,2017,033-986-785-193-894,Fang Jingyuan
538,2017,033-986-785-193-894,Xu Jie
539,2017,033-986-785-193-894,Li Chushu
540,2017,033-986-785-193-894,Yao Han
541,2017,033-986-785-193-894,Wang Huanbin
542,2017,033-986-785-193-894,Chen Yingxuan
543,2020,139-930-418-111-739,Tao Wei-Kang
544,2020,139-930-418-111-739,Fu Yayuan
545,2020,139-930-418-111-739,Xu Zhibin
546,2020,023-222-032-703-244,Robert Sikorski
547,2020,023-222-032-703-244,Kevin Hestir
548,2020,023-222-032-703-244,Julie Hambleton
549,2020,023-222-032-703-244,Bellovin David
550,2020,023-222-032-703-244,Emma Masteller
551,2020,023-222-032-703-244,Katherine E Lewis
552,2020,023-222-032-703-244,Brian Wong
553,2021,183-358-346-708-851,Chen Chieh-I
554,2021,183-358-346-708-851,Bury-Maynard Denise
555,2021,183-358-346-708-851,Sasane Medha
556,2022,037-014-842-956-579,Fan Xiaohui
557,2022,037-014-842-956-579,Lu Xiaoyan
558,2023,163-030-471-487-125,Wengner Antje Margret
559,2020,052-988-776-945-431,Sims Tasha N
560,2020,052-988-776-945-431,Kroog Glenn
561,2022,147-205-893-907-152,Ricono Jill M
562,2022,147-205-893-907-152,Goodenow Robert
563,2022,147-205-893-907-152,Shojaei Farbod
564,2022,147-205-893-907-152,Gillings Mireille
565,2021,139-910-489-496-535,Liang Liu
566,2021,139-910-489-496-535,Yan Peiyu
567,2021,139-910-489-496-535,Li Jiaxin
568,2021,139-910-489-496-535,Liang Lixian
569,2021,139-910-489-496-535,Li Runze
570,2021,157-175-460-741-773,Wang Xin
571,2021,157-175-460-741-773,Zhou Xiangxiang
572,2021,157-175-460-741-773,Cai Yiqing
573,2015,186-644-886-659-751,Kim Kyu
574,2015,186-644-886-659-751,Zhou Shiwei
575,2015,186-644-886-659-751,Bert Vogelstein
576,2015,186-644-886-659-751,Kaiser Kenneth W
